set3_id,DataVizRoles_collapsed,RoleAsFreelance,RoleAsEmployee,YearsDataVizExperience_buckets,PayCurrency_cleaned,PayAnnual,PayHourly,PayComparison,Loc1Country,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,EmployChanged,EmployNewWanted,EducLevel,Gender_summarized
AFBj,Freelance,[\unasked],[\unfinished],21-25,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
jGoF,Employee,[\unasked],[\unfinished],More than 30,GBP - United Kingdom Pound,"$60,000 - $79,999",[^not answered],Similar,United Kingdom,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
hxbX,Employee,[\unasked],[\unfinished],16-20,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
zDBi,Employee,[\unasked],[\unfinished],11-15,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
BkvU,Employee,[\unasked],[\unfinished],1-5,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
ncVr,EmployeeAND,[\unasked],[\unfinished],11-15,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
NKkh,Hobbyist,[\unasked],[\unfinished],6-10,USD - United States Dollar,"$80,000 - $99,999",[^not answered],Similar,United States,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
OwGb,Employee,[\unasked],[\unfinished],6-10,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
janw,Employee,Designer,[\unfinished],6-10,USD - United States Dollar,"$120,000 - $139,999",[^not answered],Similar,United States,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
Mptx,Employee,[\unasked],[\unfinished],1-5,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
mRWj,Employee,[\unasked],[\unfinished],6-10,USD - United States Dollar,"$180,000 - $199,999",I am not compensated on an hourly or project basis,Much higher,United States,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
gRYc,Employee,[\unasked],[\unfinished],1-5,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
gbhX,Employee,[\unasked],[\unfinished],More than 30,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
kvVg,OtherCombo,[\unasked],[\unfinished],1-5,GBP - United Kingdom Pound,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Somewhat higher,United Kingdom,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
EbwZ,Freelance,[\unasked],[\unfinished],6-10,EUR - Euro Member Countries,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Somewhat higher,Netherlands,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
jhsY,EmployeeANDFreelance,[\unasked],[\unfinished],1-5,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Somewhat higher,United States,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
iaqt,Employee,[\unasked],[\unfinished],1-5,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
orfI,Hobbyist,[\unasked],[\unfinished],Less than 1 year,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
LUBx,EmployeeANDFreelance,[\unasked],[\unfinished],1-5,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
RPFa,Employee,[\unasked],[\unfinished],21-25,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
xaCE,Employee,[\unasked],[\unfinished],6-10,USD - United States Dollar,"$100,000 - $119,999",[^not answered],[^not answered],United States,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
PWba,EmployeeANDFreelanceAND,[\unasked],[\unfinished],6-10,USD - United States Dollar,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Somewhat higher,United States,0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
acYA,EmployeeANDFreelance,[\unasked],[\unfinished],11-15,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
zQIO,Employee,[\unasked],[\unfinished],6-10,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
WJhH,Employee,[\unasked],[\unfinished],16-20,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],0,[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished],[\unfinished]
GUfS,Employee,[\unasked],[\unasked],1-5,USD - United States Dollar,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
rRRJ,Student,[\unasked],[\unasked],1-5,[not paid for DV],I am not compensated on a yearly basis,I am not compensated on an hourly or project basis,Somewhat lower,Italy,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,Bachelor’s degree,Man
nnJR,OtherCombo,"Leadership (Manager, Director, VP, etc.)",[\unasked],1-5,USD - United States Dollar,"$10,000 - $19,999",$300 or more,Similar,Canada,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Master’s (or similar graduate degree),Woman
AHvB,Employee,"Leadership (Manager, Director, VP, etc.)",[\unasked],1-5,CAD - Canada Dollar,I am not compensated on a yearly basis,$100 - $124,Similar,Canada,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,Master’s (or similar graduate degree),Woman
PTZY,Student,Teacher,[\unasked],Less than 1 year,USD - United States Dollar,[^not answered],$300 or more,Much higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
oSxz,FreelanceAND,Designer,[\unasked],6-10,USD - United States Dollar,[^not answered],$100 - $124,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
quhk,EmployeeAND,Analyst,[\unasked],1-5,EUR - Euro Member Countries,"$60,000 - $79,999",$75 - $99,Somewhat higher,Spain,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
HFoT,Employee,Analyst,[\unasked],6-10,USD - United States Dollar,"$60,000 - $79,999",[^not answered],Somewhat lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Bachelor’s degree,Man
qgKy,Academic,[\unasked],[\unasked],6-10,USD - United States Dollar,I am not compensated on a yearly basis,$300 or more,Much higher,Canada,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Some college,Man
rmBl,Employee,Journalist,[\unasked],1-5,AUD - Australia Dollar,I am not compensated on a yearly basis,$125 - $149,Somewhat higher,Australia,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
kgHd,Freelance,[\unasked],[\unasked],1-5,EUR - Euro Member Countries,"$10,000 - $19,999",$15 - $29,Similar,Spain,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
cGTu,Academic,[\unasked],[\unasked],Less than 1 year,JPY - Japan Yen,"$60,000 - $79,999",$200 - $224,Somewhat lower,Japan,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Bachelor’s degree,Man
fAUi,Employee,[\unasked],[\unasked],6-10,[^not answered],"$60,000 - $79,999",[^not answered],Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Bachelor’s degree,Woman
ycvf,Academic,[\unasked],[\unasked],6-10,USD - United States Dollar,"$60,000 - $79,999",[^not answered],Somewhat lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
khji,EmployeeAND,None of these describes my role,[\unasked],6-10,GBP - United Kingdom Pound,[^not answered],$125 - $149,Similar,United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
ypDL,Employee,[\unasked],[\unasked],6-10,USD - United States Dollar,"$40,000 - $59,999",[^not answered],Much lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Bachelor’s degree,Woman
NoUt,Employee,[\unasked],[\unasked],1-5,USD - United States Dollar,"$80,000 - $99,999",[^not answered],Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
srSp,EmployeeAND,None of these describes my role,[\unasked],1-5,USD - United States Dollar,I am not compensated on a yearly basis,$125 - $149,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Man
mEEJ,Employee,Developer,[\unasked],1-5,USD - United States Dollar,"Less than $10,000",I am not compensated on an hourly or project basis,Somewhat higher,Brazil,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,Master’s (or similar graduate degree),Man
xgOD,Academic,[\unasked],[\unasked],6-10,[not paid for DV],I am not compensated on a yearly basis,I am not compensated on an hourly or project basis,[^not answered],United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Bachelor’s degree,Woman
OZzx,Academic,[\unasked],[\unasked],1-5,EUR - Euro Member Countries,"$20,000 - $39,999",[^not answered],Much lower,Germany,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
AUGk,Academic,[\unasked],[\unasked],6-10,CHF - Switzerland Franc,I am not compensated on a yearly basis,$100 - $124,Somewhat lower,Switzerland,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Master’s (or similar graduate degree),Man
PZyn,Academic,Designer,[\unasked],6-10,USD - United States Dollar,[^not answered],$45 - $59,Somewhat higher,India,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Woman
fgKM,Academic,Analyst,[\unasked],6-10,USD - United States Dollar,I am not compensated on a yearly basis,$45 - $59,Somewhat lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Master’s (or similar graduate degree),Woman
SwMN,Employee,Designer,[\unasked],1-5,USD - United States Dollar,I am not compensated on a yearly basis,$60 - $74,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Master’s (or similar graduate degree),Woman
ITWA,EmployeeANDFreelance,"Leadership (Manager, Director, VP, etc.)",[\unasked],6-10,USD - United States Dollar,[^not answered],$60 - $74,[^not answered],United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
nsoy,Employee,Journalist,[\unasked],6-10,USD - United States Dollar,I am not compensated on a yearly basis,$200 - $224,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
RKeX,FreelanceAND,[\unasked],[\unasked],6-10,[other info],[^not answered],[^not answered],[^not answered],United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Bachelor’s degree,Woman
VWJj,Employee,None of these describes my role,[\unasked],1-5,USD - United States Dollar,[^not answered],$150 - $174,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,Master’s (or similar graduate degree),Woman
BMPd,EmployeeAND,None of these describes my role,[\unasked],1-5,USD - United States Dollar,[^not answered],$200 - $224,Somewhat higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
sHvL,Employee,Designer,[\unasked],1-5,PLN - Poland Zloty,I am not compensated on a yearly basis,$30 - $44,Somewhat lower,Poland,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Woman
aEgb,Employee,[\unasked],[\unasked],1-5,EUR - Euro Member Countries,"$20,000 - $39,999",I am not compensated on an hourly or project basis,Similar,Slovenia,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
AAce,Employee,Analyst,[\unasked],1-5,AUD - Australia Dollar,"$100,000 - $119,999",$75 - $99,Similar,Australia,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
SBHS,Employee,"Leadership (Manager, Director, VP, etc.)",[\unasked],1-5,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
jVkU,Employee,"Leadership (Manager, Director, VP, etc.)",[\unasked],6-10,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Somewhat higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Man
glls,Academic,Analyst,[\unasked],21-25,USD - United States Dollar,"$140,000 - $159,999",[^not answered],Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
WonZ,Employee,Engineer,[\unasked],16-20,USD - United States Dollar,"$160,000 - $179,999",[^not answered],Somewhat higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
ltgL,Freelance,None of these describes my role,[\unasked],6-10,USD - United States Dollar,"$120,000 - $139,999",$175 - $199,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
YVPW,Freelance,Teacher,[\unasked],6-10,USD - United States Dollar,"$240,000 or more",$300 or more,Much higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Woman
IxsX,Employee,[\unasked],[\unasked],1-5,EUR - Euro Member Countries,I am not compensated on a yearly basis,I am not compensated on an hourly or project basis,[^not answered],Germany,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Master’s (or similar graduate degree),Man
uCTf,Employee,[\unasked],[\unasked],16-20,USD - United States Dollar,"$20,000 - $39,999",I am not compensated on an hourly or project basis,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Bachelor’s degree,Self-described or Prefer not to say
hnlP,Freelance,Analyst,[\unasked],1-5,NOK - Norway Krone,"$60,000 - $79,999",$175 - $199,Similar,Norway,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,Bachelor’s degree,Man
sCoH,Employee,Developer,[\unasked],1-5,ARS - Argentina Peso,I am not compensated on a yearly basis,Less than $15,Similar,Argentina,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Some college,Woman
AjGB,Employee,[\unasked],[\unasked],1-5,USD - United States Dollar,"$100,000 - $119,999",[^not answered],Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
kolR,EmployeeAND,Designer,[\unasked],1-5,USD - United States Dollar,[^not answered],$150 - $174,Somewhat lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Woman
WHBF,Student,[\unasked],[\unasked],Less than 1 year,USD - United States Dollar,[^not answered],[^not answered],Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
TMos,Employee,[\unasked],[\unasked],1-5,USD - United States Dollar,"$140,000 - $159,999",[^not answered],Somewhat lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
cygc,Employee,Engineer,[\unasked],1-5,USD - United States Dollar,"$20,000 - $39,999",$300 or more,Much higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Bachelor’s degree,Self-described or Prefer not to say
NZqu,Employee,Designer,[\unasked],6-10,USD - United States Dollar,[^not answered],$75 - $99,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Bachelor’s degree,Woman
WMyc,Employee,[\unasked],[\unasked],6-10,GBP - United Kingdom Pound,"$100,000 - $119,999",[^not answered],Somewhat higher,United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
dmBl,Employee,Analyst,[\unasked],6-10,GBP - United Kingdom Pound,"$80,000 - $99,999",[^not answered],Similar,United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Bachelor’s degree,Man
bGMZ,Employee,Analyst,[\unasked],1-5,CAD - Canada Dollar,[^not answered],[^not answered],Somewhat lower,Canada,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Woman
UIdg,Employee,[\unasked],[\unasked],1-5,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
RxFG,EmployeeAND,[\unasked],[\unasked],1-5,USD - United States Dollar,[^not answered],[^not answered],[^not answered],United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Bachelor’s degree,Woman
stvb,Student,Analyst,[\unasked],Less than 1 year,USD - United States Dollar,"Less than $10,000",$15 - $29,Similar,Nigeria,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Bachelor’s degree,Man
IGcC,Employee,[\unasked],[\unasked],1-5,USD - United States Dollar,"$180,000 - $199,999",[^not answered],Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
yVGB,EmployeeAND,Teacher,[\unasked],1-5,USD - United States Dollar,"$10,000 - $19,999",[^not answered],Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
zdjX,Freelance,Designer,[\unasked],1-5,USD - United States Dollar,I am not compensated on a yearly basis,$300 or more,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
ibWg,Employee,Designer,[\unasked],6-10,EUR - Euro Member Countries,"$40,000 - $59,999",$60 - $74,Similar,Spain,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Woman
YOSl,Hobbyist,Designer,[\unasked],1-5,BRL - Brazil Real,"$20,000 - $39,999",$45 - $59,Similar,Brazil,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
fnln,Freelance,None of these describes my role,[\unasked],6-10,GBP - United Kingdom Pound,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Similar,United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
ThWF,Employee,None of these describes my role,[\unasked],11-15,EUR - Euro Member Countries,"$120,000 - $139,999",I am not compensated on an hourly or project basis,Similar,France,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
YHKO,EmployeeANDFreelanceAND,Analyst,[\unasked],1-5,GBP - United Kingdom Pound,[^not answered],$45 - $59,[^not answered],United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Master’s (or similar graduate degree),Man
CuLt,Employee,Analyst,[\unasked],6-10,EUR - Euro Member Countries,"$40,000 - $59,999",I am not compensated on an hourly or project basis,Somewhat lower,Netherlands,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Self-described or Prefer not to say
BQNG,EmployeeAND,[\unasked],[\unasked],6-10,EUR - Euro Member Countries,[^not answered],[^not answered],Similar,Switzerland,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
EWYN,EmployeeANDFreelanceAND,Designer,[\unasked],6-10,EUR - Euro Member Countries,I am not compensated on a yearly basis,$45 - $59,Somewhat higher,Poland,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Woman
BDYf,Employee,None of these describes my role,[\unasked],1-5,USD - United States Dollar,"$80,000 - $99,999",[^not answered],Somewhat higher,Indonesia,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
lfdQ,Employee,[\unasked],[\unasked],1-5,TWD - Taiwan New Dollar,"$20,000 - $39,999",I am not compensated on an hourly or project basis,Somewhat higher,Taiwan,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
kHSX,EmployeeANDFreelance,[\unasked],[\unasked],11-15,AUD - Australia Dollar,I am not compensated on a yearly basis,I am not compensated on an hourly or project basis,Much lower,Australia,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
